transaction_id,date,branch_id,branch_name,kota,provinsi,rating_cabang,customer_name,product_id,product_name,actual_price,discount_percentage,persentase_gross_laba,nett_sales,nett_profit,rating_transaksi,inventory_ID,opname_stock
TRX1891395,1/1/2020,97563,Kimia Farma - Klinik & Apotek,Bogor,Jawa Barat,4.2,Dr. Jacqueline Mercado,KF289,"Psycholeptics drugs, Hypnotics and sedatives drugs",695100,0.14,30,694126.86,208238.058,4.5,INV6274976,56
TRX8709381,1/1/2020,97695,Kimia Farma - Klinik & Apotek,Cirebon,Jawa Barat,4.8,Lisa Roman,KF381,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",564100,0.08,30,563648.72,169094.616,5,INV6493997,50
TRX6179964,1/1/2020,42753,Kimia Farma - Klinik-Apotek-Laboratorium,Sukabumi,Jawa Barat,4.8,Heather Johnson,KF484,Drugs for obstructive airway diseases,592200,0.07,30,591785.46,177535.638,4.4,INV2410042,58
TRX2987379,1/1/2020,50346,Kimia Farma - Klinik-Apotek-Laboratorium,Padang Sidempuan,Sumatera Utara,4.2,Cheyenne Moore,KF824,"Psycholeptics drugs, Hypnotics and sedatives drugs",787700,0,30,787700,236310,3.4,INV3115794,31
TRX7685799,1/1/2020,49876,Kimia Farma - Klinik-Apotek-Laboratorium,Purwokerto,Jawa Tengah,4,Kyle Myers,KF206,Antihistamines for systemic use,202700,0.01,20,202679.73,40535.946,3.9,INV6954639,9
TRX5097116,1/1/2020,61344,Kimia Farma - Apotek,Padang,Sumatera Barat,4.7,David Thompson,KF151,"Other analgesics and antipyretics, Pyrazolones and Anilides",723800,0.13,30,722859.06,216857.718,3.6,INV9436508,8
TRX4902830,1/1/2020,84188,Kimia Farma - Klinik & Apotek,Makassar,Sulawesi Selatan,4,Anita Mcguire,KF400,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",359500,0.06,25,359284.3,89821.075,3.6,INV6279299,6
TRX7932979,1/1/2020,17732,Kimia Farma - Klinik-Apotek-Laboratorium,Tasikmalaya,Jawa Barat,3.9,Wendy Brennan,KF607,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",923700,0,30,923700,277110,3.6,INV2332795,57
TRX8548380,1/1/2020,96030,Kimia Farma - Klinik-Apotek-Laboratorium,Bontang,Kalimantan Timur,4.9,Shelby Black,KF576,"Other analgesics and antipyretics, Salicylic acid and derivatives",353300,0.11,25,352911.37,88227.8425,4.2,INV3036990,26
TRX3204228,1/1/2020,20227,Kimia Farma - Klinik & Apotek,Karawang,Jawa Barat,5,Brandon Davis,KF245,Antihistamines for systemic use,740100,0.08,30,739507.92,221852.376,4.7,INV9910448,21
TRX1660132,1/1/2020,92169,Kimia Farma - Klinik-Apotek-Laboratorium,Batam,Kepulauan Riau,4.8,Spencer Simon,KF782,"Other analgesics and antipyretics, Salicylic acid and derivatives",857800,0.11,30,856856.42,257056.926,4.7,INV5451217,44
TRX1774197,1/1/2020,94651,Kimia Farma - Klinik-Apotek-Laboratorium,Probolinggo,Jawa Timur,5,Mary Jordan,KF879,Antihistamines for systemic use,441000,0.11,25,440514.9,110128.725,4.7,INV2877703,72
TRX6025696,1/1/2020,99291,Kimia Farma - Klinik-Apotek-Laboratorium,Tasikmalaya,Jawa Barat,4.2,Jesse Mendoza,KF198,"Other analgesics and antipyretics, Salicylic acid and derivatives",287100,0.01,20,287071.29,57414.258,3.3,INV8586385,2
TRX1528288,1/1/2020,18508,Kimia Farma - Klinik & Apotek,Magelang,Jawa Tengah,4,Corey Swanson,KF998,"Psycholeptics drugs, Hypnotics and sedatives drugs",71300,0.13,15,71207.31,10681.0965,3,INV4359687,80
TRX8159977,1/1/2020,59765,Kimia Farma - Apotek,Garut,Jawa Barat,4.1,Bradley Gonzales,KF999,"Other analgesics and antipyretics, Pyrazolones and Anilides",389900,0.05,25,389705.05,97426.2625,3,INV7362700,94
TRX6771560,1/1/2020,15943,Kimia Farma - Klinik & Apotek,Surabaya,Jawa Timur,4.7,Erika Myers,KF790,"Other analgesics and antipyretics, Salicylic acid and derivatives",938600,0.08,30,937849.12,281354.736,3.5,INV1927885,35
TRX5222208,1/1/2020,93274,Kimia Farma - Klinik & Apotek,Magelang,Jawa Tengah,4.7,Rhonda Cohen,KF723,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",739100,0.07,30,738582.63,221574.789,4.1,INV5668657,47
TRX6250096,1/1/2020,90214,Kimia Farma - Apotek,Pontianak,Kalimantan Barat,4.2,Chad Thornton,KF998,"Psycholeptics drugs, Hypnotics and sedatives drugs",71300,0.1,15,71228.7,10684.305,4.1,INV3601429,33
TRX1745247,1/1/2020,20788,Kimia Farma - Klinik-Apotek-Laboratorium,Banjarmasin,Kalimantan Selatan,4,Joshua Carson,KF548,"Other analgesics and antipyretics, Pyrazolones and Anilides",877500,0.06,30,876973.5,263092.05,4,INV5261425,88
TRX9843155,1/1/2020,16331,Kimia Farma - Klinik & Apotek,Bima,Nusa Tenggara Barat,4.5,Cody Foster,KF999,"Other analgesics and antipyretics, Pyrazolones and Anilides",389900,0.09,25,389549.09,97387.2725,4.6,INV1469606,97
TRX3067548,1/1/2020,66139,Kimia Farma - Klinik & Apotek,Semarang,Jawa Tengah,4.7,Robert Krueger,KF507,"Other analgesics and antipyretics, Pyrazolones and Anilides",757500,0.02,30,757348.5,227204.55,4.5,INV2718271,78
TRX1031640,1/1/2020,53053,Kimia Farma - Apotek,Lubuklinggau,Sumatera Selatan,3.9,Derek Simmons,KF378,Drugs for obstructive airway diseases,283100,0.14,20,282703.66,56540.732,3.1,INV8609590,95
TRX7298908,1/1/2020,11640,Kimia Farma - Apotek,Probolinggo,Jawa Timur,4.2,Brett White,KF312,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",774700,0.06,30,774235.18,232270.554,3.6,INV6859626,69
TRX1394662,1/1/2020,20062,Kimia Farma - Klinik-Apotek-Laboratorium,Bekasi,Jawa Barat,5,David Lynch,KF505,"Psycholeptics drugs, Hypnotics and sedatives drugs",454900,0.04,25,454718.04,113679.51,3.9,INV3595382,36
TRX1009998,1/1/2020,30917,Kimia Farma - Klinik & Apotek,Pariaman,Sumatera Barat,4.5,Maureen Ortega MD,KF505,"Psycholeptics drugs, Hypnotics and sedatives drugs",454900,0.11,25,454399.61,113599.9025,4.2,INV1903248,7
TRX7744855,1/1/2020,30515,Kimia Farma - Klinik-Apotek-Laboratorium,Jayapura,Papua,4.8,Ashley Hurley,KF953,Drugs for obstructive airway diseases,997500,0.04,30,997101,299130.3,4.7,INV2564947,55
TRX1575475,1/1/2020,97760,Kimia Farma - Apotek,Cikampek,Jawa Barat,4.6,Deanna Mclean,KF782,"Other analgesics and antipyretics, Salicylic acid and derivatives",857800,0.03,30,857542.66,257262.798,4.8,INV5795190,35
TRX9269644,1/1/2020,30749,Kimia Farma - Klinik & Apotek,Karawang,Jawa Barat,4.6,Victor Patterson,KF852,"Psycholeptics drugs, Anxiolytic drugs",935700,0.01,30,935606.43,280681.929,4.8,INV1611677,66
TRX4054372,1/1/2020,99735,Kimia Farma - Apotek,Banda Aceh,Aceh,4.1,Patricia Hayes,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.12,20,118557.56,23711.512,3.8,,
TRX1528288,1/1/2020,18508,Kimia Farma - Klinik & Apotek,Magelang,Jawa Tengah,4,Corey Swanson,KF998,"Psycholeptics drugs, Hypnotics and sedatives drugs",71300,0.13,15,71207.31,10681.0965,3,INV6917862,90
TRX6739747,1/1/2020,90210,Kimia Farma - Klinik-Apotek-Laboratorium,Karawang,Jawa Barat,4.2,Adam Adams,KF708,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",580100,0.07,30,579693.93,173908.179,3.8,INV7015207,66
TRX1577363,1/1/2020,99984,Kimia Farma - Klinik & Apotek,Batam,Kepulauan Riau,4.4,Tiffany Hunt,KF180,"Other analgesics and antipyretics, Pyrazolones and Anilides",739900,0.11,30,739086.11,221725.833,4.1,INV9436131,73
TRX8855550,1/1/2020,14338,Kimia Farma - Klinik & Apotek,Cilacap,Jawa Tengah,4,Megan Simmons,KF664,"Psycholeptics drugs, Anxiolytic drugs",906600,0.02,30,906418.68,271925.604,3.2,INV8725873,63
TRX8046046,1/1/2020,90334,Kimia Farma - Apotek,Yogyakarta,DI Yogyakarta,4.4,Shawn Marks,KF696,"Other analgesics and antipyretics, Pyrazolones and Anilides",125100,0.06,20,125024.94,25004.988,3.7,INV9556979,20
TRX9384287,1/1/2020,42307,Kimia Farma - Apotek,Dumai,Riau,4.6,Maria Sanders,KF943,"Other analgesics and antipyretics, Salicylic acid and derivatives",5500,0.09,10,5495.05,549.505,4.5,INV6563569,46
TRX5997376,1/1/2020,21258,Kimia Farma - Klinik-Apotek-Laboratorium,Langsa,Aceh,4.5,Karen Nelson,KF852,"Psycholeptics drugs, Anxiolytic drugs",935700,0.09,30,934857.87,280457.361,5,INV6365035,97
TRX6940460,1/1/2020,31016,Kimia Farma - Klinik & Apotek,Purwakarta,Jawa Barat,4.4,Diana Baldwin,KF299,"Psycholeptics drugs, Hypnotics and sedatives drugs",52000,0.08,15,51958.4,7793.76,3.4,INV3744455,55
TRX5746976,1/1/2020,13084,Kimia Farma - Klinik & Apotek,Pariaman,Sumatera Barat,4.2,Teresa Lindsey,KF466,"Psycholeptics drugs, Anxiolytic drugs",119300,0.09,20,119192.63,23838.526,4.9,INV7944098,96
TRX8032911,1/1/2020,59742,Kimia Farma - Klinik & Apotek,Purwokerto,Jawa Tengah,4.6,Sharon Powers,KF540,"Other analgesics and antipyretics, Salicylic acid and derivatives",744200,0.1,30,743455.8,223036.74,3.4,INV4710053,95
TRX5002754,1/1/2020,46337,Kimia Farma - Klinik & Apotek,Banjarmasin,Kalimantan Selatan,4.4,Gregory Castillo,KF854,Drugs for obstructive airway diseases,681000,0.03,30,680795.7,204238.71,3.1,INV4792705,12
TRX7558888,1/1/2020,46605,Kimia Farma - Klinik & Apotek,Balikpapan,Kalimantan Timur,4.2,Sharon Fleming,KF316,Antihistamines for systemic use,714800,0.01,30,714728.52,214418.556,3.9,INV7905299,18
TRX3170260,1/1/2020,37584,Kimia Farma - Apotek,Karawang,Jawa Barat,4.9,Anthony Davis,KF116,"Psycholeptics drugs, Hypnotics and sedatives drugs",251700,0.07,20,251523.81,50304.762,4.3,INV6692641,76
TRX5829297,1/1/2020,73588,Kimia Farma - Klinik-Apotek-Laboratorium,Tebing Tinggi,Sumatera Utara,4.5,Kristopher Rocha,KF402,"Other analgesics and antipyretics, Salicylic acid and derivatives",906500,0.08,30,905774.8,271732.44,4.3,INV5092435,17
TRX1211021,1/1/2020,29729,Kimia Farma - Klinik-Apotek-Laboratorium,Denpasar,Bali,4.2,Madison Carter,KF878,"Psycholeptics drugs, Hypnotics and sedatives drugs",533500,0.11,30,532913.15,159873.945,4.7,INV8084034,7
TRX4338510,1/1/2020,58848,Kimia Farma - Klinik & Apotek,Sibolga,Sumatera Utara,4.7,Paul Bryant,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.09,20,149665.18,29933.036,4.8,INV8022344,85
TRX8547361,1/1/2020,17633,Kimia Farma - Klinik & Apotek,Tasikmalaya,Jawa Barat,4.1,Stephanie Cook,KF303,Drugs for obstructive airway diseases,498100,0.05,25,497850.95,124462.7375,4.1,INV1069737,28
TRX5222208,1/1/2020,93274,Kimia Farma - Klinik & Apotek,Magelang,Jawa Tengah,4.7,Rhonda Cohen,KF723,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",739100,0.07,30,738582.63,221574.789,4.1,INV3918063,81
TRX6310090,1/1/2020,76154,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.6,Chloe Clark,KF402,"Other analgesics and antipyretics, Salicylic acid and derivatives",906500,0.03,30,906228.05,271868.415,4.6,INV1103804,23
TRX9681478,1/1/2020,89156,Kimia Farma - Klinik & Apotek,Pontianak,Kalimantan Barat,4,Wyatt Hernandez,KF198,"Other analgesics and antipyretics, Salicylic acid and derivatives",287100,0.12,20,286755.48,57351.096,3.2,INV4129110,60
TRX8925300,1/1/2020,79455,Kimia Farma - Apotek,Mataram,Nusa Tenggara Barat,4.8,Jonathan Andrade,KF689,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",883300,0.08,30,882593.36,264778.008,3.2,INV5688064,58
TRX9938139,1/1/2020,72718,Kimia Farma - Klinik & Apotek,Bekasi,Jawa Barat,4.9,Taylor Garcia,KF116,"Psycholeptics drugs, Hypnotics and sedatives drugs",251700,0.1,20,251448.3,50289.66,4.4,INV1971753,12
TRX5504958,1/1/2020,35019,Kimia Farma - Apotek,Banjarmasin,Kalimantan Selatan,5,Michaela Anderson,KF724,Drugs for obstructive airway diseases,320900,0.03,25,320803.73,80200.9325,4.4,INV7692454,70
TRX3125156,1/1/2020,43999,Kimia Farma - Klinik-Apotek-Laboratorium,Kuningan,Jawa Barat,4.9,Jay Hernandez,KF492,"Psycholeptics drugs, Hypnotics and sedatives drugs",751900,0.04,30,751599.24,225479.772,4.9,INV9758664,66
TRX1206896,1/1/2020,31451,Kimia Farma - Klinik & Apotek,Palu,Sulawesi Tengah,4.2,Spencer Serrano,KF513,"Psycholeptics drugs, Hypnotics and sedatives drugs",665800,0.15,30,664801.3,199440.39,4.9,INV6713923,64
TRX5548102,1/1/2020,37651,Kimia Farma - Klinik & Apotek,Payakumbuh,Sumatera Barat,4.1,Stephen Jones,KF545,"Other analgesics and antipyretics, Salicylic acid and derivatives",801700,0.12,30,800737.96,240221.388,4.9,INV9090878,96
TRX1031640,1/1/2020,53053,Kimia Farma - Apotek,Lubuklinggau,Sumatera Selatan,3.9,Derek Simmons,KF378,Drugs for obstructive airway diseases,283100,0.14,20,282703.66,56540.732,3.1,INV5645778,6
TRX5751506,1/1/2020,52479,Kimia Farma - Klinik-Apotek-Laboratorium,Tanjungpinang,Kepulauan Riau,4.4,Laura Miranda,KF406,"Psycholeptics drugs, Hypnotics and sedatives drugs",766200,0.05,30,765816.9,229745.07,3.1,INV1168771,8
TRX1154687,1/1/2020,17541,Kimia Farma - Klinik & Apotek,Mataram,Nusa Tenggara Barat,4.9,Joshua Mcdaniel,KF664,"Psycholeptics drugs, Anxiolytic drugs",906600,0.11,30,905602.74,271680.822,4.2,INV5919400,58
TRX2905530,1/1/2020,66717,Kimia Farma - Apotek,Subang,Jawa Barat,4.2,Bethany Owens,KF556,"Other analgesics and antipyretics, Salicylic acid and derivatives",320300,0.1,25,319979.7,79994.925,4.8,INV1042964,53
TRX9756282,1/1/2020,43663,Kimia Farma - Klinik-Apotek-Laboratorium,Ambon,Maluku,4,Jeffrey Lutz,KF162,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",840200,0,30,840200,252060,3,INV7217527,71
TRX6922536,1/1/2020,65823,Kimia Farma - Apotek,Kendari,Sulawesi Tenggara,4.9,Russell Nelson,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",384900,0.09,25,384553.59,96138.3975,3.8,INV9364725,47
TRX8493700,1/1/2020,22494,Kimia Farma - Apotek,Cianjur,Jawa Barat,4.2,Antonio Elliott,KF492,"Psycholeptics drugs, Hypnotics and sedatives drugs",751900,0.14,30,750847.34,225254.202,3.5,INV3781807,44
TRX6021247,1/1/2020,49468,Kimia Farma - Klinik-Apotek-Laboratorium,Pangkalpinang,Bangka Belitung,4.7,Reginald Nichols,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.09,20,118593.17,23718.634,4,INV4911800,90
TRX8794642,1/1/2020,56376,Kimia Farma - Klinik-Apotek-Laboratorium,Pekanbaru,Riau,4.2,Shannon King,KF786,Drugs for obstructive airway diseases,532900,0.01,30,532846.71,159854.013,4.1,INV3971709,32
TRX3643576,1/1/2020,37651,Kimia Farma - Klinik & Apotek,Payakumbuh,Sumatera Barat,4.1,Christopher Allen,KF152,Drugs for obstructive airway diseases,636200,0.13,30,635372.94,190611.882,4.6,INV2500983,10
TRX8742503,1/1/2020,24592,Kimia Farma - Apotek,Ciamis,Jawa Barat,3.9,Tyler Padilla,KF708,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",580100,0.12,30,579403.88,173821.164,4.5,INV4282002,74
TRX3452570,1/1/2020,17447,Kimia Farma - Klinik & Apotek,Palangkaraya,Kalimantan Tengah,4.6,Alyssa Miller,KF933,"Psycholeptics drugs, Anxiolytic drugs",86500,0.1,15,86413.5,12962.025,3.7,INV3311054,20
TRX2317116,1/1/2020,49520,Kimia Farma - Apotek,Subang,Jawa Barat,4.4,Billy Martinez,KF201,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",78400,0.03,15,78376.48,11756.472,4.4,INV5956571,13
TRX8477009,1/1/2020,41814,Kimia Farma - Klinik & Apotek,Subang,Jawa Barat,4,Christopher Noble,KF576,"Other analgesics and antipyretics, Salicylic acid and derivatives",353300,0.07,25,353052.69,88263.1725,4.4,INV9116650,93
TRX9554824,1/1/2020,64844,Kimia Farma - Klinik-Apotek-Laboratorium,Tasikmalaya,Jawa Barat,4.1,Rachel Moses,KF782,"Other analgesics and antipyretics, Salicylic acid and derivatives",857800,0.08,30,857113.76,257134.128,4.4,INV2118734,23
TRX2614418,1/1/2020,87800,Kimia Farma - Klinik-Apotek-Laboratorium,Purwokerto,Jawa Tengah,4.6,David Sanchez MD,KF685,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",740400,0.08,30,739807.68,221942.304,3.4,INV7087814,54
TRX9126152,1/1/2020,89239,Kimia Farma - Klinik-Apotek-Laboratorium,Bitung,Sulawesi Utara,4.4,Lisa Martinez,KF178,"Other analgesics and antipyretics, Pyrazolones and Anilides",877500,0,30,877500,263250,3.9,INV1108550,49
TRX6843557,1/1/2020,16417,Kimia Farma - Klinik-Apotek-Laboratorium,Purwakarta,Jawa Barat,4.3,Cynthia Berger,KF760,"Psycholeptics drugs, Hypnotics and sedatives drugs",633000,0.14,30,632113.8,189634.14,3.1,INV3395227,36
TRX1009998,1/1/2020,30917,Kimia Farma - Klinik & Apotek,Pariaman,Sumatera Barat,4.5,Maureen Ortega MD,KF505,"Psycholeptics drugs, Hypnotics and sedatives drugs",454900,0.11,25,454399.61,113599.9025,4.2,INV8768732,87
TRX9832863,1/1/2020,21583,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.9,Jared Stevens,KF460,"Psycholeptics drugs, Anxiolytic drugs",334300,0.01,25,334266.57,83566.6425,4.7,INV5542670,80
TRX7506533,1/1/2020,61885,Kimia Farma - Klinik & Apotek,Madiun,Jawa Timur,4.5,Brandon Porter,KF378,Drugs for obstructive airway diseases,283100,0.14,20,282703.66,56540.732,4.8,INV2081759,15
TRX5167815,1/1/2020,90608,Kimia Farma - Klinik & Apotek,Pematangsiantar,Sumatera Utara,4.2,Brenda Bowman,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.03,20,118664.39,23732.878,3.5,INV8552028,48
TRX8069656,1/1/2020,76742,Kimia Farma - Klinik & Apotek,Surabaya,Jawa Timur,4,Lauren Barajas,KF310,Antihistamines for systemic use,868800,0.08,30,868104.96,260431.488,3.5,INV7164017,11
TRX2398824,1/1/2020,62756,Kimia Farma - Klinik & Apotek,Kendari,Sulawesi Tenggara,4,Cindy Hammond,KF250,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",688600,0.06,30,688186.84,206456.052,4,INV9746525,30
TRX6146188,1/1/2020,63163,Kimia Farma - Klinik-Apotek-Laboratorium,Lhokseumawe,Aceh,4.6,Brandi Bonilla,KF425,"Psycholeptics drugs, Anxiolytic drugs",102100,0.02,20,102079.58,20415.916,4,INV5932062,79
TRX2896209,1/1/2020,47175,Kimia Farma - Apotek,Bekasi,Jawa Barat,4.9,Joel Dennis,KF877,"Psycholeptics drugs, Hypnotics and sedatives drugs",411300,0.13,25,410765.31,102691.3275,4,INV9447986,91
TRX7410844,1/1/2020,97760,Kimia Farma - Apotek,Cikampek,Jawa Barat,4.6,Daniel Watts,KF340,Antihistamines for systemic use,603000,0.07,30,602577.9,180773.37,3.2,INV8234593,32
TRX9384287,1/1/2020,42307,Kimia Farma - Apotek,Dumai,Riau,4.6,Maria Sanders,KF943,"Other analgesics and antipyretics, Salicylic acid and derivatives",5500,0.09,10,5495.05,549.505,4.5,INV5223815,79
TRX9371836,1/1/2020,41081,Kimia Farma - Apotek,Pekanbaru,Riau,4.2,Gloria Rice,KF576,"Other analgesics and antipyretics, Salicylic acid and derivatives",353300,0.02,25,353229.34,88307.335,5,INV3241792,53
TRX3589115,1/1/2020,32325,Kimia Farma - Apotek,Bima,Nusa Tenggara Barat,4.4,Sherri Lewis,KF223,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",401700,0.12,25,401217.96,100304.49,3.4,INV8631682,2
TRX4681989,1/1/2020,20566,Kimia Farma - Apotek,Lhokseumawe,Aceh,4,Stephanie Kelly,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.14,10,6391.04,639.104,4.9,INV6557124,80
TRX6843557,1/1/2020,16417,Kimia Farma - Klinik-Apotek-Laboratorium,Purwakarta,Jawa Barat,4.3,Cynthia Berger,KF760,"Psycholeptics drugs, Hypnotics and sedatives drugs",633000,0.14,30,632113.8,189634.14,3.1,INV6427155,88
TRX7298908,1/1/2020,11640,Kimia Farma - Apotek,Probolinggo,Jawa Timur,4.2,Brett White,KF312,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",774700,0.06,30,774235.18,232270.554,3.6,INV9698514,19
TRX8812627,1/1/2020,83698,Kimia Farma - Klinik & Apotek,Payakumbuh,Sumatera Barat,4,Jessica Chavez,KF808,"Psycholeptics drugs, Anxiolytic drugs",158900,0.02,20,158868.22,31773.644,3.6,INV4701917,38
TRX3264086,1/1/2020,27470,Kimia Farma - Klinik & Apotek,Tangerang,Banten,4.6,Jacqueline Reeves,KF484,Drugs for obstructive airway diseases,592200,0.07,30,591785.46,177535.638,4.3,INV1315885,35
TRX1774197,1/1/2020,94651,Kimia Farma - Klinik-Apotek-Laboratorium,Probolinggo,Jawa Timur,5,Mary Jordan,KF879,Antihistamines for systemic use,441000,0.11,25,440514.9,110128.725,4.7,INV7251699,16
TRX7277286,1/1/2020,27583,Kimia Farma - Apotek,Denpasar,Bali,5,Frank Escobar,KF933,"Psycholeptics drugs, Anxiolytic drugs",86500,0.05,15,86456.75,12968.5125,4.7,INV8598827,2
TRX2463523,1/1/2020,90734,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.6,Shannon Alvarez,KF961,"Other analgesics and antipyretics, Salicylic acid and derivatives",438100,0.03,25,437968.57,109492.1425,4.8,INV9211300,84
TRX9756282,1/1/2020,43663,Kimia Farma - Klinik-Apotek-Laboratorium,Ambon,Maluku,4,Jeffrey Lutz,KF162,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",840200,0,30,840200,252060,3,INV3630631,2
TRX5167815,1/1/2020,90608,Kimia Farma - Klinik & Apotek,Pematangsiantar,Sumatera Utara,4.2,Brenda Bowman,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.03,20,118664.39,23732.878,3.5,INV7066415,42
TRX5167815,1/1/2020,90608,Kimia Farma - Klinik & Apotek,Pematangsiantar,Sumatera Utara,4.2,Brenda Bowman,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.03,20,118664.39,23732.878,3.5,INV1543733,88
TRX3465058,1/1/2020,43007,Kimia Farma - Apotek,Ciamis,Jawa Barat,4,Jorge Ward,KF406,"Psycholeptics drugs, Hypnotics and sedatives drugs",766200,0.07,30,765663.66,229699.098,3.8,INV2614514,22
TRX6823870,1/1/2020,61064,Kimia Farma - Klinik-Apotek-Laboratorium,Surabaya,Jawa Timur,4.2,Ricky Howard,KF521,"Other analgesics and antipyretics, Salicylic acid and derivatives",765500,0.01,30,765423.45,229627.035,3.8,INV8275057,60
TRX6310090,1/1/2020,76154,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.6,Chloe Clark,KF402,"Other analgesics and antipyretics, Salicylic acid and derivatives",906500,0.03,30,906228.05,271868.415,4.6,INV8763067,99
TRX5951909,1/1/2020,41012,Kimia Farma - Apotek,Payakumbuh,Sumatera Barat,4.2,Kyle Rosales,KF406,"Psycholeptics drugs, Hypnotics and sedatives drugs",766200,0.12,30,765280.56,229584.168,4.5,INV4629399,27
TRX2317116,1/1/2020,49520,Kimia Farma - Apotek,Subang,Jawa Barat,4.4,Billy Martinez,KF201,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",78400,0.03,15,78376.48,11756.472,4.4,INV6815876,85
TRX4505736,1/1/2020,38733,Kimia Farma - Apotek,Ambon,Maluku,4.9,Matthew Bowers,KF147,Antihistamines for systemic use,684900,0.06,30,684489.06,205346.718,4.9,INV9796740,73
TRX8960210,1/1/2020,57911,Kimia Farma - Klinik & Apotek,Medan,Sumatera Utara,4,Tammy Hawkins,KF380,"Psycholeptics drugs, Hypnotics and sedatives drugs",835700,0.14,30,834530.02,250359.006,4.9,INV8809238,25
TRX7272443,1/1/2020,78794,Kimia Farma - Klinik-Apotek-Laboratorium,Bontang,Kalimantan Timur,4.3,Michael Taylor,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.11,15,51143.68,7671.552,3.4,INV1736131,16
TRX5337636,1/1/2020,30408,Kimia Farma - Klinik-Apotek-Laboratorium,Pariaman,Sumatera Barat,3.9,Charlene Huff,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",149800,0.02,20,149770.04,29954.008,4.2,INV6301016,52
TRX4934286,1/1/2020,38733,Kimia Farma - Apotek,Ambon,Maluku,4.9,Deborah Cordova,KF601,"Psycholeptics drugs, Anxiolytic drugs",512000,0.14,30,511283.2,153384.96,4.2,INV3139558,76
TRX2992017,1/1/2020,60617,Kimia Farma - Klinik & Apotek,Ternate,Maluku Utara,4.3,Hannah Barker,KF448,Antihistamines for systemic use,242300,0.14,20,241960.78,48392.156,4.3,INV4549827,18
TRX4539275,1/1/2020,26392,Kimia Farma - Klinik-Apotek-Laboratorium,Pontianak,Kalimantan Barat,4.9,Amber Schaefer,KF576,"Other analgesics and antipyretics, Salicylic acid and derivatives",353300,0.05,25,353123.35,88280.8375,4.7,INV9831149,2
TRX9480795,1/1/2020,30410,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.5,Jerome Robinson,KF977,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",986400,0.03,30,986104.08,295831.224,4.8,INV9920791,59
TRX4625809,1/1/2020,99409,Kimia Farma - Apotek,Bekasi,Jawa Barat,4,Samantha Sanchez,KF299,"Psycholeptics drugs, Hypnotics and sedatives drugs",52000,0.08,15,51958.4,7793.76,3.3,INV8723467,97
TRX5028561,1/1/2020,47344,Kimia Farma - Apotek,Tanjungpinang,Kepulauan Riau,4.9,Jared Jordan,KF601,"Psycholeptics drugs, Anxiolytic drugs",512000,0.05,30,511744,153523.2,3.3,INV4260766,18
TRX7966548,1/1/2020,28401,Kimia Farma - Apotek,Magelang,Jawa Tengah,3.9,Lisa Hall,KF853,"Psycholeptics drugs, Hypnotics and sedatives drugs",491800,0.08,25,491406.56,122851.64,3.8,INV6556745,62
TRX8547361,1/1/2020,17633,Kimia Farma - Klinik & Apotek,Tasikmalaya,Jawa Barat,4.1,Stephanie Cook,KF303,Drugs for obstructive airway diseases,498100,0.05,25,497850.95,124462.7375,4.1,INV7485574,1
